WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO
25/5-3,2481.8511897,479092.3125,6605456.0,-2459.710693,DUNLIN GP.,Burton Fm.,9.3248615265,,2.288636446,1.7908728123,2.2145423889,79.882102966,,0.3858560324,5.4874176979,99.40776062,-0.616245508,8.5,,,,0.0991000012,,,,3.4570000172
25/5-3,2482.0031897,479092.3125,6605456.0,-2459.862793,DUNLIN GP.,Burton Fm.,9.4145441055,,2.3111448288,1.7706055641,2.2729611397,78.946716309,,0.3861292005,5.2464766502,99.162063599,-0.709780693,8.5,,,,0.1170368195,,,,
25/5-3,2482.1551897,479092.34375,6605456.0,-2460.014893,DUNLIN GP.,Burton Fm.,9.3514404297,,2.3162465096,1.7740292549,2.3312032223,75.111740112,,0.3950446844,6.1238036156,99.276672363,-0.745645404,8.5,,,,0.1442982256,,,,
25/5-3,2482.3071897,479092.34375,6605456.0,-2460.166748,DUNLIN GP.,Burton Fm.,9.4138755798,,2.2120687962,1.777760148,2.3192296028,75.644104004,,0.4105589688,7.1978931427,101.25775146,-0.736828148,8.5,,,,0.1456172764,,,,
25/5-3,2482.4591897,479092.34375,6605456.0,-2460.318848,DUNLIN GP.,Burton Fm.,9.461892128,,2.1434538364,1.7816617489,2.2644412518,78.359024048,,0.4295541346,7.8503937721,102.260849,-0.731438696,8.5,,,,0.1400782913,,,,
25/5-3,2482.6111897,479092.34375,6605456.0,-2460.470703,DUNLIN GP.,Burton Fm.,9.7915077209,,2.0614058971,1.8154965639,2.227301836,80.315475464,,0.4295258224,8.6020116806,98.66456604,-0.774742424,8.5,,,,0.1293896139,,,,
25/5-3,2482.7631897,479092.34375,6605456.0,-2460.622803,DUNLIN GP.,Burton Fm.,10.052597046,,2.111066103,1.8763290644,2.1942145824,79.862960815,,0.3889607787,7.585650444,97.053573608,-0.876312852,8.5,,,,0.0923990309,,,,
25/5-3,2482.9151897,479092.34375,6605456.0,-2460.774902,DUNLIN GP.,Burton Fm.,9.2253875732,,2.1537840366,1.919197917,2.2243430614,81.026832581,,0.3513056934,6.3198051453,97.992141724,-0.999174476,8.5,,,,0.0572863556,,,,
25/5-3,2483.0671897,479092.34375,6605456.0,-2460.926758,DUNLIN GP.,Burton Fm.,8.8783960342,,2.3786404133,1.9641076326,2.3014121056,82.449661255,,0.3322332203,5.1707291603,97.339294434,-1.084237814,8.5,,,,0.022215059,,,,
25/5-3,2483.2191897,479092.34375,6605456.0,-2461.078857,DUNLIN GP.,Burton Fm.,8.8035430908,,2.5918767452,2.0298233032,2.422573328,80.683547974,,0.3254337311,4.8320736885,95.545936584,-1.092140675,8.5,,,,0.0075411401,,,,
25/5-3,2483.3711897,479092.34375,6605456.0,-2461.230713,DUNLIN GP.,Burton Fm.,8.8189516068,,2.8173708916,2.110060215,2.5183146,77.431335449,,0.3235031068,4.3176851273,94.242462158,-1.019083977,8.5,,,,0.0072839432,,,,
25/5-3,2483.5231897,479092.34375,6605456.0,-2461.382813,DUNLIN GP.,Burton Fm.,8.8281002045,,3.0422170162,2.1926832199,2.5269343853,74.908706665,,0.3132145405,3.7667458057,92.942657471,-0.896461546,8.5,,,,0.0060455678,,,,
25/5-3,2483.6751897,479092.34375,6605456.0,-2461.534912,DUNLIN GP.,Burton Fm.,8.7805662155,,3.0609798431,2.239831686,2.5152623653,75.088005066,,0.3139052093,3.7853038311,91.763664246,-0.765347898,8.5,,,,0.0032944337,,,,
25/5-3,2483.8271897,479092.34375,6605456.0,-2461.686768,DUNLIN GP.,Burton Fm.,8.7537708282,,3.1179387569,2.2496373653,2.5191454887,74.127685547,,0.3062515557,4.8063173294,91.870391846,-0.65189296,8.5,,,,0.0051781647,,,,
25/5-3,2483.9791897,479092.34375,6605456.0,-2461.838867,DUNLIN GP.,Burton Fm.,8.7854576111,,3.2556259632,2.2277727127,2.5204439163,74.364273071,,0.3255294561,5.7697148323,92.962745667,-0.551156759,8.5,,,,0.0211961474,,,,
25/5-3,2484.1311897,479092.34375,6605456.0,-2461.990723,DUNLIN GP.,Burton Fm.,9.2789926529,,3.1042063236,2.1906478405,2.3784918785,77.431655884,,0.3566505313,6.6130485535,93.991279602,-0.439074636,8.5,,,,0.0132311415,,,,
25/5-3,2484.2831897,479092.34375,6605456.0,-2462.142822,DUNLIN GP.,Burton Fm.,9.6601486206,,2.5901281834,2.1686513424,2.2472350597,84.233688354,,0.3946349919,7.3715319633,94.270576477,-0.295269877,8.5,,,,0.0031506873,,,,
25/5-3,2484.4351897,479092.34375,6605456.0,-2462.294922,DUNLIN GP.,Burton Fm.,9.6526060104,,2.3104295731,2.1676652431,2.1745145321,88.383735657,,0.3942691386,6.8680691719,95.29485321,-0.123741046,8.5,,,,-0.00149156,,,,
25/5-3,2484.5871897,479092.34375,6605456.0,-2462.446777,DUNLIN GP.,Burton Fm.,9.1241664886,,2.2663784027,2.1643767357,2.2230825424,85.910469055,,0.3711338639,5.3993625641,95.616142273,0.0485642776,8.5,,,,0.0029668733,,,,
25/5-3,2484.7391897,479092.34375,6605456.0,-2462.598877,DUNLIN GP.,Burton Fm.,8.8314189911,,2.3995289803,2.1559257507,2.3212952614,79.294219971,,0.3389842212,4.0264453888,93.788749695,0.1743521988,8.5,,,,0.0038354604,,,,
25/5-3,2484.8911897,479092.34375,6605456.0,-2462.750732,DUNLIN GP.,Burton Fm.,8.7601938248,,2.6207406521,2.1432240009,2.4337308407,76.959152222,,0.323456049,3.5816237926,92.183547974,0.2115399092,8.5,,,,0.0092664128,,,,
25/5-3,2485.0431897,479092.34375,6605456.0,-2462.902832,DUNLIN GP.,Burton Fm.,8.75,,2.8139491081,2.12926507,2.5076282024,77.596847534,,0.3175524473,3.591442585,94.759635925,0.1373531073,8.5,,,,0.0166151151,,,,
25/5-3,2485.1951897,479092.34375,6605456.0,-2463.054688,DUNLIN GP.,Burton Fm.,8.75,,2.9790399075,2.1404509544,2.5169978142,78.058799744,,0.3235334754,3.6667909622,95.658760071,-0.043046016,8.5,,,,0.0187940784,,,,
25/5-3,2485.3471897,479092.34375,6605456.0,-2463.206787,DUNLIN GP.,Burton Fm.,8.75,,2.9948899746,2.1819131374,2.5177299976,75.88167572,,0.3258106411,3.7804915905,94.006851196,-0.291531831,8.5,,,,0.0186802447,,,,
25/5-3,2485.4991897,479092.34375,6605456.0,-2463.358887,DUNLIN GP.,Burton Fm.,8.75,,2.978089571,2.2162775993,2.5128118992,74.651733398,,0.3253599107,3.7717459202,92.160339355,-0.555130363,8.5,,,,0.0178697426,,,,
25/5-3,2485.6511897,479092.34375,6605456.0,-2463.510742,DUNLIN GP.,Burton Fm.,8.75,,2.9939184189,2.2348017693,2.5044846535,73.043998718,,0.3225043714,3.6067991257,91.653816223,-0.781162381,8.5,,,,0.0157799963,,,,
25/5-3,2485.8031897,479092.34375,6605456.0,-2463.662842,DUNLIN GP.,Burton Fm.,8.75,,3.0097122192,2.2429301739,2.4937949181,73.632164001,,0.325668931,3.5125546455,92.506820679,-0.93734479,8.5,,,,0.0111147882,,,,
25/5-3,2485.9551897,479092.34375,6605456.0,-2463.814697,DUNLIN GP.,Burton Fm.,8.75,,3.0077581406,2.2305674553,2.4976022243,73.29549408,,0.3275610507,3.5713264942,92.756263733,-1.0063802,8.5,,,,0.0098887542,,,,
25/5-3,2486.1071897,479092.34375,6605456.0,-2463.966797,DUNLIN GP.,Burton Fm.,8.75,,2.9891486168,2.2085766792,2.5024588108,76.148384094,,0.3247891366,3.6712214947,92.32522583,-0.994432449,8.5,,,,0.0111514078,,,,
25/5-3,2486.2591897,479092.34375,6605456.0,-2464.118896,DUNLIN GP.,Burton Fm.,8.75,,2.9948236942,2.1961457729,2.4998567104,75.89541626,,0.3174594343,3.6726191044,92.204589844,-0.927405834,8.5,,,,0.0099500408,,,,
25/5-3,2486.4111897,479092.34375,6605456.0,-2464.270752,DUNLIN GP.,Burton Fm.,8.7611379623,,3.0083105564,2.1933002472,2.4963581562,77.142051697,,0.3166300058,3.6635277271,92.556304932,-0.841856956,8.5,,,,0.0100139733,,,,
25/5-3,2486.5631897,479092.375,6605456.0,-2464.422852,DUNLIN GP.,Burton Fm.,8.7545042038,,2.98939538,2.1935977936,2.5041062832,77.519371033,,0.3216597736,3.8391308784,93.068374634,-0.771894038,8.5,,,,0.01791046,,,,
25/5-3,2486.7151897,479092.375,6605456.0,-2464.574707,DUNLIN GP.,Burton Fm.,8.75,,2.9313080311,2.1940836906,2.507600069,77.286376953,,0.3280418217,3.921254158,93.689933777,-0.741909564,8.5,,,,0.0198655985,,,,
25/5-3,2486.8671897,479092.375,6605456.0,-2464.726807,DUNLIN GP.,Burton Fm.,8.75,,2.8872413635,2.1940586567,2.5004618168,77.205825806,,0.3338732123,3.8885247707,94.689346313,-0.740471065,8.5,,,,0.0157955997,,,,
25/5-3,2487.0191897,479092.375,6605456.0,-2464.878662,DUNLIN GP.,Burton Fm.,8.75,,2.8792726994,2.1916751862,2.5038404465,74.985969543,,0.3286987245,3.9898257256,95.512229919,-0.729931951,8.5,,,,0.0142999999,,,,
25/5-3,2487.1711897,479092.375,6605456.0,-2465.030518,DUNLIN GP.,Burton Fm.,8.75,,2.9156460762,2.1838293076,2.5151236057,73.668128967,,0.3232640028,4.3894600868,95.332077026,-0.664392292,8.5,,,,0.0133885583,,,,
25/5-3,2487.3231897,479092.375,6605456.0,-2465.182617,DUNLIN GP.,Burton Fm.,8.75,,2.9848539829,2.1732177734,2.5316500664,71.972305298,,0.3170850277,4.6535878181,94.650230408,-0.519607186,8.5,,,,0.0129301632,,,,
25/5-3,2487.4751897,479092.375,6605456.0,-2465.334473,DUNLIN GP.,Burton Fm.,8.75,,3.0506632328,2.1616857052,2.538870573,72.487197876,,0.3158251941,4.4640665054,93.708389282,-0.29915303,8.5,,,,0.0141530111,,,,
25/5-3,2487.6271897,479092.375,6605456.0,-2465.486572,DUNLIN GP.,Burton Fm.,8.75,,3.0578205585,2.1492185593,2.5351593494,73.650497437,,0.3183034658,4.0738782883,93.003112793,-0.044709187,8.5,,,,0.0195570253,,,,
25/5-3,2487.7791897,479092.375,6605456.0,-2465.638672,DUNLIN GP.,Burton Fm.,8.7661581039,,2.9879622459,2.1357710361,2.5217375755,75.577430725,,0.3230264783,3.8623337746,93.226295471,0.1942879409,8.5,,,,0.0226666965,,,,
25/5-3,2487.9311897,479092.375,6605456.0,-2465.790527,DUNLIN GP.,Burton Fm.,8.7895622253,,2.910482645,2.1229720116,2.5075905323,77.602020264,,0.334839046,3.7570905685,94.314361572,0.3857509196,8.5,,,,0.0222059321,,,,
25/5-3,2488.0831897,479092.375,6605456.0,-2465.942627,DUNLIN GP.,Burton Fm.,8.8236341476,,2.8588182926,2.1100516319,2.5012378693,79.472793579,,0.3421573043,3.7065303326,95.347496033,0.5230878592,8.5,,,,0.0167273823,,,,
25/5-3,2488.2351897,479092.375,6605456.0,-2466.094482,DUNLIN GP.,Burton Fm.,8.8519563675,,2.8244979382,2.0966079235,2.5030014515,78.909545898,,0.3470680118,3.7518875599,96.113265991,0.6112321019,8.5,,,,0.0154248495,,,,
25/5-3,2488.3871897,479092.375,6605456.0,-2466.246582,DUNLIN GP.,Burton Fm.,8.8700065613,,2.8207468987,2.0838694572,2.5038921833,79.819755554,,0.351639241,3.7959241867,97.006523132,0.6587486267,8.5,,,,0.0143362619,,,,
25/5-3,2488.5391897,479092.375,6605456.0,-2466.398682,DUNLIN GP.,Burton Fm.,8.8114862442,,2.8176767826,2.0740768909,2.4988248348,81.3463974,,0.3583571315,3.9197390079,97.426467896,0.6684391499,8.5,,,,0.0115686487,,,,
25/5-3,2488.6911897,479092.375,6605456.0,-2466.550537,DUNLIN GP.,Burton Fm.,8.7601442337,,2.8091638088,2.0721099377,2.4955551624,82.340499878,,0.3620744348,3.9324455261,97.410263062,0.6409050822,8.5,,,,0.00871039,,,,
25/5-3,2488.8431897,479092.375,6605456.0,-2466.702637,DUNLIN GP.,Burton Fm.,8.75,,2.7817153931,2.0817818642,2.498799324,81.195716858,,0.3574889302,3.916064024,97.621871948,0.5850569606,8.5,,,,0.0095487712,,,,
25/5-3,2488.9951897,479092.375,6605456.0,-2466.854492,DUNLIN GP.,Burton Fm.,8.7866096497,,2.7586569786,2.1038348675,2.4993283749,80.165359497,,0.3484374881,3.7951304913,97.869926453,0.5113417506,8.5,,,,0.007589044,,,,
25/5-3,2489.1471897,479092.375,6605456.0,-2467.006592,DUNLIN GP.,Burton Fm.,8.8150968552,,2.7572655678,2.1381597519,2.4960339069,82.457679749,,0.3424554169,3.7318003178,97.742141724,0.4206129611,8.5,,,,0.0054668626,,,,
25/5-3,2489.2991897,479092.375,6605456.0,-2467.158447,DUNLIN GP.,Burton Fm.,8.8358430862,,2.7948362827,2.1835474968,2.4951648712,82.276008606,,0.3343191147,4.0131540298,97.298088074,0.3110208213,8.5,,,,0.004767884,,,,
25/5-3,2489.4511897,479092.375,6605456.0,-2467.310547,DUNLIN GP.,Burton Fm.,8.7816734314,,2.9212977886,2.2381298542,2.5120155811,79.535202026,,0.3327459395,4.4249062538,96.518066406,0.1797090024,8.5,,,,0.0068507185,,,,
25/5-3,2489.6031897,479092.375,6605456.0,-2467.462646,DUNLIN GP.,Burton Fm.,8.75,,3.1691401005,2.2985687256,2.5363991261,73.46963501,,0.33064273,4.5316057205,95.089675903,0.0352829583,8.5,,,,0.0080000004,,,,
25/5-3,2489.7551897,479092.375,6605456.0,-2467.614502,DUNLIN GP.,Burton Fm.,8.75,,3.4248228073,2.3523237705,2.5511641502,69.398071289,,0.3345694542,4.2132034302,93.674346924,-0.102075174,8.5,,,,0.010034875,,,,
25/5-3,2489.9071897,479092.375,6605456.0,-2467.766602,DUNLIN GP.,Burton Fm.,8.75,,3.5520601273,2.3875703812,2.5482599735,67.603744507,,0.3336279988,4.0316972733,93.179328918,-0.205030829,8.5,,,,0.0104463957,,,,
25/5-3,2490.0591897,479092.375,6605456.0,-2467.918457,DUNLIN GP.,Burton Fm.,8.75,,3.5351953506,2.3928360939,2.5350646973,70.156402588,,0.3281778991,4.2000460625,94.23134613,-0.261655182,8.5,,,,0.0093835173,,,,
25/5-3,2490.2111897,479092.375,6605456.0,-2468.070557,DUNLIN GP.,Burton Fm.,8.8006944656,,3.4938921928,2.3653154373,2.5129885674,73.638069153,,0.3281971514,4.8817944527,96.273330688,-0.281305015,8.5,,,,0.0250325557,,,,
25/5-3,2490.3631897,479092.375,6605456.0,-2468.222656,DUNLIN GP.,Burton Fm.,8.8634252548,,3.4772002697,2.3145663738,2.4765827656,76.481674194,,0.3403629363,5.6279439926,98.944793701,-0.291903853,8.5,,,,0.0606298633,,,,
25/5-3,2490.5151897,479092.375,6605456.0,-2468.374512,DUNLIN GP.,Burton Fm.,9.0083732605,,3.1427316666,2.2471342087,2.3860504627,76.897209167,,0.361512363,6.4786291122,100.1315918,-0.3245309,8.5,,,,0.0844659656,,,,
25/5-3,2490.6671897,479092.375,6605456.0,-2468.526611,DUNLIN GP.,Burton Fm.,9.7088241577,,2.5358328819,2.1575686932,2.3240454197,77.123130798,,0.3690961301,7.1154384613,100.14381409,-0.383637607,8.5,,,,0.1064790636,,,,
25/5-3,2490.8191897,479092.375,6605456.0,-2468.678467,DUNLIN GP.,Burton Fm.,9.8530197144,,2.1536688805,2.0446181297,2.3062238693,76.32019043,,0.38278386,7.8193144798,100.72380066,-0.457172543,8.5,,,,0.1398785263,,,,
25/5-3,2490.9711897,479092.40625,6605456.0,-2468.830566,DUNLIN GP.,Burton Fm.,9.645029068,,2.0088434219,1.9234974384,2.3137428761,76.005096436,,0.3958880007,9.2115983963,100.59676361,-0.515405178,8.5,,,,0.1645793319,,,,
25/5-3,2491.1231897,479092.40625,6605456.0,-2468.982666,DUNLIN GP.,Burton Fm.,9.6431493759,,1.9655280113,1.8012579679,2.2961709499,76.819847107,,0.4044449627,11.47642231,99.272735596,-0.537861943,8.5,,,,0.1614515483,,,,
25/5-3,2491.2751897,479092.40625,6605456.0,-2469.134521,DUNLIN GP.,Burton Fm.,10.026327133,,1.959346652,1.6902184486,2.2486791611,81.519378662,,0.4190754294,14.132257462,99.050857544,-0.528735459,8.5,,,,0.1506072283,,,,
25/5-3,2491.4271897,479092.40625,6605456.0,-2469.286621,DUNLIN GP.,Burton Fm.,10.63169384,,1.9056502581,1.6080282927,2.1783337593,85.161209106,,0.4386806488,15.892374039,100.45200348,-0.505852044,8.5,,,,0.1321808249,,,,
25/5-3,2491.5791897,479092.40625,6605456.0,-2469.438477,DUNLIN GP.,Burton Fm.,11.209328651,,1.8049356937,1.5509210825,2.1110155582,83.075592041,,0.4602790177,15.519072533,102.92207336,-0.489993006,8.5,,,,0.1102130786,,,,
25/5-3,2491.7311897,479092.40625,6605456.0,-2469.590576,DUNLIN GP.,Burton Fm.,11.482120514,,1.7254626751,1.5073070526,2.0753822327,75.758789063,,0.465916723,14.14877224,105.62220764,-0.489070863,8.5,,,,0.0887466222,,,,
25/5-3,2491.8831897,479092.40625,6605456.0,-2469.742676,DUNLIN GP.,Burton Fm.,11.445967674,,1.6735091209,1.4776426554,2.0376896858,70.802558899,,0.4553917944,12.40753746,106.43091583,-0.504019201,8.5,,,,0.0701169074,,,,
25/5-3,2492.0351897,479092.40625,6605456.0,-2469.894531,DUNLIN GP.,Burton Fm.,11.379142761,,1.61533463,1.464379549,1.9990087748,70.569358826,,0.4427783489,10.724511147,105.30226135,-0.525969625,8.5,,,,0.0572576076,,,,
25/5-3,2492.1871897,479092.40625,6605456.0,-2470.046631,DUNLIN GP.,Burton Fm.,10.646539688,,1.5909149647,1.4558579922,1.9554909468,73.190757751,,0.4311485589,10.054256439,103.83758545,-0.54891634,8.5,,,,0.0464355461,,,,
25/5-3,2492.3391897,479092.40625,6605456.0,-2470.198486,DUNLIN GP.,Burton Fm.,10.692317009,,1.5936245918,1.4527505636,1.9469050169,73.186141968,,0.4261525571,9.8232212067,102.11541748,-0.56589973,8.5,,,,0.0450750552,,,,
25/5-3,2492.4911897,479092.40625,6605456.5,-2470.350586,DUNLIN GP.,Burton Fm.,11.102960587,,1.6112341881,1.4649722576,1.9608232975,71.285087585,,0.4255538285,9.691904068,100.9545517,-0.568975568,8.5,,,,0.0557889901,,,,
25/5-3,2492.6431897,479092.40625,6605456.5,-2470.502686,DUNLIN GP.,Burton Fm.,10.704374313,,1.7032454014,1.4960138798,2.012834549,68.918998718,,0.4300709963,8.4269828796,100.29553986,-0.555167913,8.5,,,,0.0701740757,,,,
25/5-3,2492.7951897,479092.40625,6605456.5,-2470.654541,DUNLIN GP.,Burton Fm.,10.259893417,,1.8185660839,1.5449211597,2.0790739059,67.170410156,,0.4342748821,7.4882926941,100.8223877,-0.528385222,8.5,,,,0.0834748894,,,,
25/5-3,2492.9471897,479092.40625,6605456.5,-2470.806641,DUNLIN GP.,Burton Fm.,10.145285606,,1.909531951,1.611661911,2.1593446732,67.839500427,,0.419955343,7.3029508591,99.806144714,-0.496528774,8.5,,,,0.1141069606,,,,
25/5-3,2493.0991897,479092.40625,6605456.5,-2470.958496,DUNLIN GP.,Burton Fm.,9.9879140854,,1.9786326885,1.690771699,2.1948671341,70.357116699,,0.3933262229,7.8280901909,98.451217651,-0.473431945,8.5,,,,0.1273313016,,,,
25/5-3,2493.2511897,479092.40625,6605456.5,-2471.110596,DUNLIN GP.,Burton Fm.,9.5134830475,,2.0379207134,1.771437645,2.219342947,72.56816864,,0.3570347428,7.1374807358,100.72364807,-0.481796563,8.5,,,,0.1092456952,,,,
25/5-3,2493.4031897,479092.40625,6605456.5,-2471.262451,DUNLIN GP.,Burton Fm.,9.2160634995,,2.1541788578,1.8375593424,2.2888889313,70.318634033,,0.3303554356,5.4462242126,101.66953278,-0.528804958,8.5,,,,0.0963252261,,,,
25/5-3,2493.5551897,479092.40625,6605456.5,-2471.414551,DUNLIN GP.,Burton Fm.,9.1736602783,,2.3080673218,1.8764139414,2.3833072186,68.20160675,,0.3320605457,4.7699122429,99.032409668,-0.591289401,8.5,,,,0.1045178622,,,,
25/5-3,2493.7071897,479092.40625,6605456.5,-2471.56665,DUNLIN GP.,Burton Fm.,9.2376298904,,2.4187002182,1.8907883167,2.4094705582,69.522064209,,0.3457362652,5.3050179482,97.847229004,-0.638617754,8.5,,,,0.1025352478,,,,
25/5-3,2493.8591897,479092.40625,6605456.5,-2471.718506,DUNLIN GP.,Burton Fm.,9.5863265991,,2.3983333111,1.8999141455,2.3684535027,75.182579041,,0.354645133,6.6835474968,98.585784912,-0.647734284,8.5,,,,0.0903711841,,,,
25/5-3,2494.0111897,479092.40625,6605456.5,-2471.870605,DUNLIN GP.,Burton Fm.,10.170412064,,2.3267486095,1.903142333,2.3446176052,78.354232788,,0.3576287031,7.1636772156,98.45388031,-0.632568419,8.5,,,,0.0985192955,,,,
25/5-3,2494.1631897,479092.40625,6605456.5,-2472.022461,DUNLIN GP.,Burton Fm.,10.26958847,,2.2803647518,1.8899030685,2.3510408401,77.995895386,,0.370510757,7.0243153572,98.464370728,-0.631037772,8.5,,,,0.1180288121,,,,
25/5-3,2494.3151897,479092.40625,6605456.5,-2472.174561,DUNLIN GP.,Burton Fm.,9.7467756271,,2.20749259,1.856146574,2.3649022579,77.343177795,,0.3874819875,7.2826304436,99.147773743,-0.678998172,8.5,,,,0.125237897,,,,
25/5-3,2494.4671897,479092.40625,6605456.5,-2472.32666,DUNLIN GP.,Burton Fm.,9.646197319,,2.0550117493,1.8065792322,2.3393492699,75.976325989,,0.3937902153,8.0041980743,98.07925415,-0.781559229,8.5,,,,0.1167393401,,,,
25/5-3,2494.6191897,479092.40625,6605456.5,-2472.478516,DUNLIN GP.,Burton Fm.,9.726474762,,1.9631258249,1.7459053993,2.2731816769,74.19909668,,0.3908633888,8.6475734711,96.960739136,-0.905240238,8.5,,,,0.0989650264,,,,
25/5-3,2494.7711897,479092.40625,6605456.5,-2472.630615,DUNLIN GP.,Burton Fm.,10.187503815,,1.9129652977,1.6810663939,2.2126908302,71.94077301,,0.3979837894,8.7480306625,97.689620972,-0.998546422,8.5,,,,0.0862657502,,,,
25/5-3,2494.9231897,479092.40625,6605456.5,-2472.782471,DUNLIN GP.,Burton Fm.,10.889247894,,1.907533288,1.6226245165,2.1939783096,71.025131226,,0.3979566097,8.60779953,99.11075592,-1.010594726,8.5,,,,0.0795576945,,,,
25/5-3,2495.0751897,479092.40625,6605456.5,-2472.934326,DUNLIN GP.,Burton Fm.,10.925675392,,1.889066577,1.5697557926,2.2019662857,73.690544128,,0.411673665,8.6438360214,101.4728775,-0.923868835,8.5,,,,0.0760795251,,,,
25/5-3,2495.2271897,479092.40625,6605456.5,-2473.086426,DUNLIN GP.,Burton Fm.,10.326714516,,1.8533942699,1.5204826593,2.1881849766,78.539382935,,0.4221914113,8.644118309,103.91134644,-0.772786915,8.5,,,,0.0742516592,,,,
25/5-3,2495.3791897,479092.4375,6605456.5,-2473.238281,DUNLIN GP.,Burton Fm.,10.211689949,,1.8062382936,1.481726408,2.1801109314,81.441993713,,0.4220991731,8.6689100266,104.98137665,-0.609682083,8.5,,,,0.0875245556,,,,
25/5-3,2495.5311897,479092.4375,6605456.5,-2473.390381,DUNLIN GP.,Burton Fm.,10.865193367,,1.7197240591,1.4622614384,2.2013287544,82.076820374,,0.4089379907,8.7865314484,105.68271637,-0.47890681,8.5,,,,0.1100016609,,,,
25/5-3,2495.6831897,479092.4375,6605456.5,-2473.542236,DUNLIN GP.,Burton Fm.,10.52352047,,1.6846160889,1.4709008932,2.2333073616,78.827957153,,0.4112438858,9.0011434555,106.65872192,-0.386719495,8.5,,,,0.1321442425,,,,
25/5-3,2495.8351897,479092.4375,6605456.5,-2473.694336,DUNLIN GP.,Burton Fm.,9.9625520706,,1.6568636894,1.5105779171,2.2460095882,73.989173889,,0.4271277189,8.9726762772,107.13063049,-0.310114861,8.5,,,,0.1441779584,,,,
25/5-3,2495.9871897,479092.4375,6605456.5,-2473.846436,DUNLIN GP.,Burton Fm.,9.9679822922,,1.6444013119,1.5675452948,2.238904953,72.387229919,,0.4164865613,7.7860922813,107.29362488,-0.217548519,8.5,,,,0.132016018,,,,
25/5-3,2496.1391897,479092.4375,6605456.5,-2473.998291,DUNLIN GP.,Burton Fm.,9.5765380859,,1.7035228014,1.6212681532,2.280228138,73.764167786,,0.3864803314,5.755551815,107.13876343,-0.089421712,8.5,,,,0.1096746325,,,,
25/5-3,2496.2911897,479092.4375,6605456.5,-2474.150391,DUNLIN GP.,Burton Fm.,9.1346340179,,1.8976721764,1.6647698879,2.3791570663,76.375183105,,0.3585024476,4.4413838387,104.66733551,0.0709090009,8.5,,,,0.0918294713,,,,
25/5-3,2496.4431897,479092.4375,6605456.5,-2474.302246,DUNLIN GP.,Burton Fm.,9.0312004089,,2.2855815887,1.7067465782,2.4683845043,77.755065918,,0.3561214507,4.2917246819,100.31345367,0.2360666096,8.5,,,,0.0886379257,,,,
25/5-3,2496.5951897,479092.4375,6605456.5,-2474.454346,DUNLIN GP.,Burton Fm.,9.0774936676,,2.6034312248,1.7643501759,2.4692249298,79.326461792,,0.3614055812,4.7085695267,98.024665833,0.3749998212,8.5,,,,0.0689685717,,,,
25/5-3,2496.7471897,479092.4375,6605456.5,-2474.606201,DUNLIN GP.,Burton Fm.,9.2093448639,,2.600771904,1.8449724913,2.4113633633,79.016876221,,0.3463178575,5.1091341972,97.927093506,0.4639832675,8.5,,,,0.0367566645,,,,
25/5-3,2496.8991897,479092.4375,6605456.5,-2474.758301,DUNLIN GP.,Burton Fm.,9.0934076309,,2.481559515,1.9339978695,2.4021399021,75.92628479,,0.3316304684,5.194870472,98.086364746,0.505777359,8.5,,,,0.0380507968,,,,
25/5-3,2497.0511897,479092.4375,6605456.5,-2474.9104,DUNLIN GP.,Burton Fm.,9.1702756882,,2.454634428,2.0004835129,2.4159042835,74.172538757,,0.3319346309,5.1415400505,97.948699951,0.523583591,8.5,,,,0.0465803035,,,,
25/5-3,2497.2031897,479092.4375,6605456.5,-2475.062256,DUNLIN GP.,Burton Fm.,9.2793149948,,2.4551548958,2.0176706314,2.405851841,75.124755859,,0.3371844888,4.9828410149,96.769821167,0.5449997187,8.5,,,,0.0260205436,,,,
25/5-3,2497.3551897,479092.4375,6605456.5,-2475.214355,DUNLIN GP.,Burton Fm.,9.0360002518,,2.4172244072,2.0043358803,2.4149606228,77.698059082,,0.3399731517,4.5069360733,95.727828979,0.5904578567,8.5,,,,0.0108236941,,,,
25/5-3,2497.5071897,479092.4375,6605456.5,-2475.366211,DUNLIN GP.,Burton Fm.,8.9103326797,,2.3833804131,1.9956059456,2.4529094696,80.403083801,,0.3387927413,4.0588026047,96.137191772,0.6717518568,8.5,,,,0.0135602038,,,,
25/5-3,2497.6591897,479092.4375,6605456.5,-2475.518311,DUNLIN GP.,Burton Fm.,8.9181566238,,2.4419121742,1.9888231754,2.4814488888,82.470108032,,0.3381200135,3.9243018627,97.186790466,0.7817798257,8.5,,,,0.0099633895,,,,
25/5-3,2497.8111897,479092.4375,6605456.5,-2475.67041,DUNLIN GP.,Burton Fm.,8.9137821198,,2.5577886105,1.9693365097,2.4950113297,85.156585693,,0.33319664,3.9938883781,97.71169281,0.890188396,8.5,,,,0.0059653358,,,,
25/5-3,2497.9631897,479092.4375,6605456.5,-2475.822266,DUNLIN GP.,Burton Fm.,8.9021854401,,2.5749976635,1.9465734959,2.4957492352,84.878364563,,0.3259796798,4.0622758865,98.597061157,0.9494810104,8.5,,,,0.0123200119,,,,
